HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.title,Input.keyword1,Input.keyword2,Input.keyword3,Input.mood,Input.first_line,Input.line1,Input.line2,Input.line3,Answer.line1,Answer.line2,Answer.line3,Answer.line4,Approve,Reject
3FCO4VKOZ4MQZZ9AQ6XHAR1AHASE79,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:41 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Sat May 11 21:04:41 PDT 2019,,,3634BBTX0P3HHHOWUBQM7I86CDVIFY,A15R30WNGKL1KW,Submitted,Mon May 06 00:11:10 PDT 2019,Mon May 06 00:13:54 PDT 2019,Mon May 13 00:13:54 PDT 2019,,,,164,0% (0/0),0% (0/0),0% (0/0),COMPLAININ’ JACK (Falling Up),jack-in-the-box,close,lid,Funny,This morning my old jack-in-the-box,Refused to open and close,The old lid stuck half way up,Barely missing his nose.,Oh why Jack in the box,I had the lid close,Oh why Jack in the box,Why did you not lose,,
3FCO4VKOZ4MQZZ9AQ6XHAR1AHASE79,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:41 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Sat May 11 21:04:41 PDT 2019,,,3OSWBBLG1F6H9SZV2RVXMSS0OFLDXO,A2OSP086OI1VJA,Submitted,Mon May 06 06:33:29 PDT 2019,Mon May 06 06:35:53 PDT 2019,Mon May 13 06:35:53 PDT 2019,,,,144,0% (0/0),0% (0/0),0% (0/0),COMPLAININ’ JACK (Falling Up),jack-in-the-box,close,lid,Funny,This morning my old jack-in-the-box,Refused to open and close,The old lid stuck half way up,Barely missing his nose.,I cranked and cranked,but he didn't budge,so instead of giving him a harmful yank,I gave him a gentle nudge.,,
3GV1I4SEO9YL155XOIFTH8RYVW96LP,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:41 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Mon May 06 17:25:51 PDT 2019,,,3HHRAGRYX9EICT8MPK3ZHJIHLQSO94,A1S25NBTJQC64E,Submitted,Mon May 06 05:26:05 PDT 2019,Mon May 06 05:29:28 PDT 2019,Mon May 13 05:29:28 PDT 2019,,,,203,0% (0/0),0% (0/0),0% (0/0),COMPLAININ’ JACK (Falling Up),jack-in-the-box,close,lid,Funny,This morning my old jack-in-the-box,Popped out—and wouldn't get back-in-the-box.,"He cried, ""Hey, there's a tack-in-the-box",And it's cutting me through and through,Jack wanted to get out of the box,And tried to be as quick as fox,"But cried, ""Hey, I am stuck in the box",And he picked up and tack and threw i,,
3HYV4299H05UZDET0BPNORX5SUYE8W,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:41 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Mon May 06 17:25:52 PDT 2019,,,3A9AA95ATXVHW6IB1U3XU3I59UF5PB,A3BA4O6P1PW2J3,Submitted,Sun May 05 11:21:34 PDT 2019,Sun May 05 11:27:10 PDT 2019,Sun May 12 11:27:10 PDT 2019,,,,336,0% (0/0),0% (0/0),0% (0/0),STONE AIRPLANE (Falling Up),airplane,stone,home,Funny,I made an airplane out of stone…,I threw it to fly away from my home,But it came back and hit me in the dome,Now I sit feeling stupid and alone,I swear to you I'm not insane,when I say I've found a better home,curled inside a crashed airplane,that petrified and turned to stone,,
3HYV4299H05UZDET0BPNORX5SUYE8W,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:41 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Mon May 06 17:25:52 PDT 2019,,,3X3OR7WPZ09AS3MF70HTP6JC6DW8L5,A23AP978617EJS,Submitted,Sun May 05 23:09:56 PDT 2019,Sun May 05 23:21:35 PDT 2019,Sun May 12 23:21:35 PDT 2019,,,,699,0% (0/0),0% (0/0),0% (0/0),STONE AIRPLANE (Falling Up),airplane,stone,home,Funny,I made an airplane out of stone…,I threw it to fly away from my home,But it came back and hit me in the dome,Now I sit feeling stupid and alone,I always did like staying home,Oh i dont know what to do alone,Then I thought to play again with the stone,yeah my home is now a sweet home,,
3P888QFVX33MH8REGJ9JFUCJQ2QOQL,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:41 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Mon May 06 17:25:52 PDT 2019,,,35LDD5557BDETM61G1FBFO7S1LIMKC,A1RPOMK874X25V,Submitted,Mon May 06 08:44:27 PDT 2019,Mon May 06 08:51:12 PDT 2019,Mon May 13 08:51:12 PDT 2019,,,,405,0% (0/0),0% (0/0),0% (0/0),STONE AIRPLANE (Falling Up),airplane,stone,home,Funny,I made an airplane out of stone…,"And stone, it could not fly",It made a lovely paperweight,"Back home, again I'll try.",My airplane sat and gathered dust,"Every stone, a story it could tell",Until I realized that using paper was a must,Now my plane flies oh so well.,,
3EHIMLB7F786JN5VQCXT9UUIKAQH8F,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:41 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Sat May 11 21:04:41 PDT 2019,,,3300DTYQT3Q2S1CJC8BPY2ESRJWEQ8,A1FE66V4XNL333,Submitted,Sun May 05 10:54:28 PDT 2019,Sun May 05 10:55:59 PDT 2019,Sun May 12 10:55:59 PDT 2019,,,,91,0% (0/0),0% (0/0),0% (0/0),STONE AIRPLANE (Falling Up),airplane,stone,home,Funny,I made an airplane out of stone…,I used a chisel,and tried not to break a bone,so my mom would be happy at home.,I have and airplane made of stone,I dont use it much,Im never at home,Mom stays happy and we meet for lunch,,
3EHIMLB7F786JN5VQCXT9UUIKAQH8F,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:41 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Sat May 11 21:04:41 PDT 2019,,,3FFJ6VRIL2XQKD96RT714BL269BI0V,AM00A2C4FI0Q4,Submitted,Sun May 05 18:53:30 PDT 2019,Sun May 05 18:55:28 PDT 2019,Sun May 12 18:55:28 PDT 2019,,,,118,0% (0/0),0% (0/0),0% (0/0),STONE AIRPLANE (Falling Up),airplane,stone,home,Funny,I made an airplane out of stone…,I used a chisel,and tried not to break a bone,so my mom would be happy at home.,At home my mom made a ham,It was hard as a stone,So I decided to eat jam,On top of an ice cream cone,,
3EHIMLB7F786JN5VQCXT9UUIKAQH8F,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:41 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Sat May 11 21:04:41 PDT 2019,,,3R5F3LQFV3TXIKQZTIXYU7KA0P7ZOD,A2ZBAJ79BPP5CV,Submitted,Sun May 05 14:24:11 PDT 2019,Sun May 05 14:30:41 PDT 2019,Sun May 12 14:30:41 PDT 2019,,,,390,0% (0/0),0% (0/0),0% (0/0),STONE AIRPLANE (Falling Up),airplane,stone,home,Funny,I made an airplane out of stone…,I used a chisel,and tried not to break a bone,so my mom would be happy at home.,The stone airplane was an epic fail,So by other means I'd roam,I sadly walked with my tail,Between my legs the whole way home,,
30OITAWPBQC6XSO5V4379QPT4G8H94,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:41 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Mon May 06 17:25:52 PDT 2019,,,3PMBY0YE28CH34BJZFU8MJO0WDN9C8,A3FFLXT8AOXTV2,Submitted,Mon May 06 10:35:56 PDT 2019,Mon May 06 10:37:09 PDT 2019,Mon May 13 10:37:09 PDT 2019,,,,73,0% (0/0),0% (0/0),0% (0/0),INVENTION (Where the Sidewalk Ends),done,i've,it,Funny,"I’ve done it, I’ve done it!","I’ve done it, I’ve done it!","I’ve done it, I’ve done it!","I’ve done it, I’ve done it!",a thing i did to impress,a thng i did to progress,a thing i did to relieve stress,a thing to get pasts the past i cling to the cross i confess,,
30OITAWPBQC6XSO5V4379QPT4G8H94,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:41 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Mon May 06 17:25:52 PDT 2019,,,3YJ6NA41JCPP35XWQW7RVD1ARVJPJQ,A2MK3FJMHFKUB2,Submitted,Sun May 05 12:58:58 PDT 2019,Sun May 05 13:05:06 PDT 2019,Sun May 12 13:05:06 PDT 2019,,,,368,0% (0/0),0% (0/0),0% (0/0),INVENTION (Where the Sidewalk Ends),done,i've,it,Funny,"I’ve done it, I’ve done it!","I’ve done it, I’ve done it!","I’ve done it, I’ve done it!","I’ve done it, I’ve done it!",Today was Graduation day.,The ceremony has just end.,"I screamed ""I've done it, and hooray""",When I threw my cap from my hand.,,
33J5JKFMK67XVJYSXLPRRRE8VBU3Q5,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:41 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Sat May 11 21:04:41 PDT 2019,,,3PZDLQMM0UU63KQKE6FTCWGMQ3UC2S,A3J3IXX1UONTRO,Submitted,Sun May 05 21:14:47 PDT 2019,Sun May 05 21:15:54 PDT 2019,Sun May 12 21:15:54 PDT 2019,,,,67,0% (0/0),0% (0/0),0% (0/0),INVENTION (Where the Sidewalk Ends),done,i've,it,Funny,"I’ve done it, I’ve done it!","If you want it ,you can have it .",You can be done with it .,"But be done ,I've done it .","If you want to do it,",It's already done,I've got the power,And I am the one,,
33J5JKFMK67XVJYSXLPRRRE8VBU3Q5,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:41 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Sat May 11 21:04:41 PDT 2019,,,3X1FV8S5JY0SHN4R42VN4SYCLXDGVK,A3FOQKH42DTA0U,Submitted,Mon May 06 08:42:28 PDT 2019,Mon May 06 08:43:52 PDT 2019,Mon May 13 08:43:52 PDT 2019,,,,84,0% (0/0),0% (0/0),0% (0/0),INVENTION (Where the Sidewalk Ends),done,i've,it,Funny,"I’ve done it, I’ve done it!","If you want it ,you can have it .",You can be done with it .,"But be done ,I've done it .",I'm just a clown,But still am risen,Your cave is dark,You see that I am down,,
33J5JKFMK67XVJYSXLPRRRE8VBU3Q5,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:41 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Sat May 11 21:04:41 PDT 2019,,,3ZPPDN2SLW5W02VXV603C7O3HH39EO,A2TTAG8NJ9EOIE,Submitted,Sat May 04 22:12:09 PDT 2019,Sat May 04 22:13:11 PDT 2019,Sat May 11 22:13:11 PDT 2019,,,,62,0% (0/0),0% (0/0),0% (0/0),INVENTION (Where the Sidewalk Ends),done,i've,it,Funny,"I’ve done it, I’ve done it!","If you want it ,you can have it .",You can be done with it .,"But be done ,I've done it .",Fun with it.,Life with it.,Days with it.,Night with it.,,
338431Z1FLOMT96ETYYJKKMOMOSORM,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:41 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Mon May 06 17:25:52 PDT 2019,,,338JKRMM278MPVW4DDM9T5W0GPKHAJ,A2TJB4HNOC0AWF,Submitted,Mon May 06 14:29:46 PDT 2019,Mon May 06 14:34:45 PDT 2019,Mon May 13 14:34:45 PDT 2019,,,,299,0% (0/0),0% (0/0),0% (0/0),INVENTION (Where the Sidewalk Ends),done,i've,it,Funny,"I’ve done it, I’ve done it!",I've caught a ball,I still can't believe it,I did it with paws,It is done,I've completed the race,The contest is won,My prize: a pie in the face,,
338431Z1FLOMT96ETYYJKKMOMOSORM,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:41 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Mon May 06 17:25:52 PDT 2019,,,3AZHRG4CU5TBUARN6Q0E05JDNWN03W,A2JXQVVTI8EDJG,Submitted,Mon May 06 11:16:15 PDT 2019,Mon May 06 11:22:49 PDT 2019,Mon May 13 11:22:49 PDT 2019,,,,394,0% (0/0),0% (0/0),0% (0/0),INVENTION (Where the Sidewalk Ends),done,i've,it,Funny,"I’ve done it, I’ve done it!",I've caught a ball,I still can't believe it,I did it with paws,I can't believe you will do it,I watch you slowly moving south,I've got to be careful not to blow it,You've caught my ball in your mouth,,
3XEIP58NL0WNPFP8QNC4E6KT006LZV,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:41 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Mon May 06 17:25:53 PDT 2019,,,3NPFYT4IZDDKLC9M4HW5SDVX17TXGA,A1S25NBTJQC64E,Submitted,Mon May 06 05:35:53 PDT 2019,Mon May 06 05:40:46 PDT 2019,Mon May 13 05:40:46 PDT 2019,,,,293,0% (0/0),0% (0/0),0% (0/0),WHO (Where the Sidewalk Ends),might,fought,policemen,Funny,Who can kick a football,"We argued- I might, he might or maybe she","The policemen spotted us, there outside the mall",We picked the ball and quietly handed over the fee,We can play conkers,"We argued - I'm the best, no I'm the best.....","The teacher spotted us, loitering by the lockers",We ran with the conkers and hid behind a desk,,
3XEIP58NL0WNPFP8QNC4E6KT006LZV,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:41 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Mon May 06 17:25:53 PDT 2019,,,3X0H8UUIT2X8MHDNPCU0F80TGDASWJ,A3J3IXX1UONTRO,Submitted,Sun May 05 21:12:08 PDT 2019,Sun May 05 21:13:14 PDT 2019,Sun May 12 21:13:14 PDT 2019,,,,66,0% (0/0),0% (0/0),0% (0/0),WHO (Where the Sidewalk Ends),might,fought,policemen,Funny,Who can kick a football,"We argued- I might, he might or maybe she","The policemen spotted us, there outside the mall",We picked the ball and quietly handed over the fee,But then we fought with all our might,(For paying a fine didn't feel free),And In the clinker we spent the night,For kicking policemen in the knee!,,
3OZ4VAIBEXO0L5WYM5BODLU580VJVR,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:41 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Sat May 11 21:04:41 PDT 2019,,,3CFJTT4SXUZ42O9QCSSAJQVPEN1I7F,A1D9FFB8KKTTCO,Submitted,Sun May 05 15:33:59 PDT 2019,Sun May 05 15:36:45 PDT 2019,Sun May 12 15:36:45 PDT 2019,,,,166,0% (0/0),0% (0/0),0% (0/0),WHO (Where the Sidewalk Ends),might,fought,policemen,Funny,Who can kick a football,the player can kick a  football,a football player can kick a football,a man can kick a football,Who can kick a football,a woman might kick a football,Do policemen like the football,Only if they can arrest the football,,
3OZ4VAIBEXO0L5WYM5BODLU580VJVR,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:41 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Sat May 11 21:04:41 PDT 2019,,,3K3R2QNK8CCDPYSJL6F8GPA637G9US,A2ILVU6N0FXRNM,Submitted,Sun May 05 09:46:29 PDT 2019,Sun May 05 09:48:40 PDT 2019,Sun May 12 09:48:40 PDT 2019,,,,131,0% (0/0),0% (0/0),0% (0/0),WHO (Where the Sidewalk Ends),might,fought,policemen,Funny,Who can kick a football,the player can kick a  football,a football player can kick a football,a man can kick a football,You can kick the ball with all your might,While others for fought for it like chickens and hen,but you should have looked around with sight,because you kicked it at policemen,,
3OZ4VAIBEXO0L5WYM5BODLU580VJVR,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:41 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Sat May 11 21:04:41 PDT 2019,,,3NGI5ARFTUEI8OHS071LRD5OXLQP17,APZ5LEF7SXHP7,Submitted,Mon May 06 11:50:00 PDT 2019,Mon May 06 11:55:21 PDT 2019,Mon May 13 11:55:21 PDT 2019,,,,321,0% (0/0),0% (0/0),0% (0/0),WHO (Where the Sidewalk Ends),might,fought,policemen,Funny,Who can kick a football,the player can kick a  football,a football player can kick a football,a man can kick a football,"policemen might kick a football,",but we fear it might result as a fought,and when a thug kicks the ball,the results is he will be caught,,
3M67TQBQQHXRN5GRPYTFS42PRLI9AL,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:41 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Mon May 06 17:25:53 PDT 2019,,,3G5F9DBFOQ66HJZ2O8D5PSAD0YAVHK,A2J82R3EM123YR,Submitted,Mon May 06 13:58:43 PDT 2019,Mon May 06 14:01:15 PDT 2019,Mon May 13 14:01:15 PDT 2019,,,,152,0% (0/0),0% (0/0),0% (0/0),WHO (Where the Sidewalk Ends),might,fought,policemen,Funny,Who can kick a football,Who might See the Football,Policeman Fought Him,Who can kick a football towards Him.,A policemen's football team,would kick with all their might,they fought? So it would seem,but it was dark that night.,,
3M67TQBQQHXRN5GRPYTFS42PRLI9AL,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:41 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Mon May 06 17:25:53 PDT 2019,,,3YMU66OBIOHNZM97ZDEJPR73DBCGHQ,A1HTZ62DMBZMKQ,Submitted,Sun May 05 04:05:37 PDT 2019,Sun May 05 04:11:54 PDT 2019,Sun May 12 04:11:54 PDT 2019,,,,377,0% (0/0),0% (0/0),0% (0/0),WHO (Where the Sidewalk Ends),might,fought,policemen,Funny,Who can kick a football,Who might See the Football,Policeman Fought Him,Who can kick a football towards Him.,Policeman ran away,Beach bums fought the dragon,They might live another day,After hiding in the wagon,,
309D674SHZUY4DSM7W32P5N3FO6BCZ,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:41 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Mon May 06 17:25:53 PDT 2019,,,3FE7TXL1LJWAXL03JOGOW153UN52Q7,A1152J7ZB2C8SC,Submitted,Mon May 06 13:24:30 PDT 2019,Mon May 06 13:28:20 PDT 2019,Mon May 13 13:28:20 PDT 2019,,,,230,0% (0/0),0% (0/0),0% (0/0),THE FOURTH (Where the Sidewalk Ends),bash,bang,fourth,Funny,Oh,We went to a bash on the Fourth of July,"Fireworks above us, what a show!","Celebrate America, I know why!",Yes!,The night sky is lit.,Welcome to America's best.,Everyone can enjoy it,,
3PUV2Q8SV4D895Y07SYD9B5L0OIBDZ,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:41 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Mon May 06 17:25:53 PDT 2019,,,3HRMW88U17ZCGWZXC85TW4SJNHE0MA,A1C5Y572NIRLSN,Submitted,Sun May 05 08:49:47 PDT 2019,Sun May 05 08:53:53 PDT 2019,Sun May 12 08:53:53 PDT 2019,,,,246,0% (0/0),0% (0/0),0% (0/0),THE FOURTH (Where the Sidewalk Ends),bash,bang,fourth,Funny,Oh,there was a bash on the fourth of july,durng that bash there was a bang,and it all happened because of a fly,He landed on me undetected.,While I was carrying vases of brass.,His presense was unsespected.,The vases dropped to the floor with a clash.,,
3PUV2Q8SV4D895Y07SYD9B5L0OIBDZ,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:41 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Mon May 06 17:25:53 PDT 2019,,,3I2PTA7R3U35E14T8UMSWXRXBIAKQK,A3J3IXX1UONTRO,Submitted,Sun May 05 20:57:09 PDT 2019,Sun May 05 20:58:19 PDT 2019,Sun May 12 20:58:19 PDT 2019,,,,70,0% (0/0),0% (0/0),0% (0/0),THE FOURTH (Where the Sidewalk Ends),bash,bang,fourth,Funny,Oh,there was a bash on the fourth of july,durng that bash there was a bang,and it all happened because of a fly,It made me forget to let go,And the cracker blew up with a bang,"Right by my ear at the bash, you know",And then it just rang and rang,,
